,EVAPPREC,FU,FV,OMEGA,PDELDRY,Q,RELHUM,T,U,V
0,0.0,-5.15855838046e-08,3.84853660051e-09,-1.94445292436e-05,277.645355225,2.83938220491e-06,0.0282653477043,226.845031738,-22.3463382721,0.106934912503
1,0.0,-4.0361634035e-08,1.54203982916e-09,-5.33891361556e-05,512.624755859,2.85210398943e-06,0.140851676464,219.887191772,-15.2004041672,0.0339472852647
2,0.0,-4.62210323349e-08,6.04440275609e-10,-8.11439676909e-05,839.732666016,2.8791191653e-06,0.468262284994,215.476364136,-10.6324882507,0.0250570774078
3,0.0,-7.23185493712e-08,-2.93092439207e-09,-0.000108636195364,1211.38195801,2.93830794362e-06,1.57640707493,210.685897827,-7.99548768997,0.00912284292281
4,1.2133679317e-27,-1.19182686831e-07,-4.2085654961e-09,-0.000137503273436,1519.83300781,2.94719029625e-06,4.34165906906,206.672073364,-5.39511632919,0.0155732417479
5,1.01633412217e-22,-2.73422386954e-07,-3.52266016357e-09,-0.00017643069441,1745.59594727,2.88464320874e-06,11.5781984329,202.59727478,-2.84491181374,0.0118253631517
6,5.36607249882e-21,-6.92304297445e-07,-2.47960265654e-08,-0.000235115017858,1737.78259277,2.77006665783e-06,37.720199585,197.146591187,0.561873793602,0.0437877364457
7,5.20613554437e-16,-1.08861820536e-06,-3.91929440013e-08,-0.000312632473651,1423.96044922,2.73576847576e-06,64.7980804443,195.014846802,4.11486816406,0.0691995471716
8,1.15614589842e-13,-2.60611301428e-07,8.07554201288e-08,-0.000397089403123,1675.21716309,3.34208380082e-06,66.1259918213,197.042205811,7.17647075653,0.0484363697469
9,5.28522267184e-13,3.75657862151e-07,2.77523639625e-07,-0.000439162191469,1970.79150391,5.48409161638e-06,62.4652252197,201.411270142,9.52728939056,0.0580157414079
10,4.48379788159e-12,3.87092427445e-07,-9.02023487015e-08,-0.000351695285644,2318.51513672,1.21892880998e-05,60.7366065979,207.656890869,10.9282550812,0.151871651411
11,2.66573985108e-11,-4.45186323361e-08,-5.52364383566e-07,-0.000127709659864,2727.55981445,3.04026234517e-05,60.3887405396,215.014770508,11.3637533188,0.144644826651
12,1.63610722193e-10,-1.031227157e-06,-4.9093381449e-07,0.000147018945427,3190.11865234,7.2612776421e-05,57.907989502,223.041412354,10.9427452087,0.0720079243183
13,7.43917816237e-10,-1.67168957432e-06,1.81771028451e-07,0.000341042497894,3752.68432617,0.000159330040333,53.0684013367,231.484115601,9.87947845459,0.000967295607552
14,2.38476127734e-09,-1.33410765102e-06,5.65902723793e-07,0.000385692866985,4414.16796875,0.000310725416057,45.9359550476,240.200378418,8.3111038208,-0.0409076996148
15,3.33075056425e-09,-2.52389867228e-07,2.99007808735e-07,0.000336163036991,5191.76367188,0.000556439743377,39.6302719116,248.90234375,6.32400226593,-0.0518674142659
16,1.74272685172e-09,4.78733056752e-07,1.73737333853e-07,0.000220164351049,6105.29638672,0.000969974906184,35.2808151245,257.307739258,4.15224885941,-0.0612103752792
17,9.43345623838e-10,1.50670462062e-06,2.24798142767e-07,3.31366354658e-05,7176.42382812,0.00182377570309,37.7233123779,265.2215271,2.08400297165,-0.0535097904503
18,1.5509084017e-09,4.70884856441e-07,1.02013096637e-07,5.91125135543e-05,8434.45214844,0.00279752188362,40.6809806824,272.176727295,0.370250076056,-0.0393460057676
19,1.72968639411e-09,-4.50105829941e-07,1.6465659769e-07,0.000447475322289,8428.01953125,0.00395643291995,43.0147361755,278.524841309,-0.690091311932,-0.0541340447962
20,1.95605753817e-09,-1.26831048419e-06,1.60738551358e-07,0.000402790057706,7724.13085938,0.00539758708328,45.2136383057,284.172058105,-1.47492349148,-0.0741845741868
21,1.5434253875e-09,-2.28810995395e-06,5.96261145347e-07,-0.000145343699842,6504.47021484,0.00748656503856,53.0191307068,288.29196167,-2.18464040756,-0.0548582300544
22,1.35257793854e-09,-7.45195507079e-07,1.0891023976e-06,-0.00123056164011,4821.55419922,0.0100684165955,64.7321548462,291.036682129,-2.85891413689,-0.0288400445133
23,1.46223011477e-09,6.49772664474e-06,2.45508272201e-06,-0.00240830797702,2785.74755859,0.0120286289603,73.0937347412,292.742858887,-3.38660597801,-0.00531333731487
24,1.42764911004e-09,1.84167929547e-05,3.55991596734e-06,-0.00351235549897,2610.03588867,0.0133222993463,77.277923584,294.037231445,-3.73547291756,0.0225797742605
25,1.50420709222e-09,3.20082399412e-05,2.79689493254e-06,-0.00474298000336,2414.18847656,0.0143940895796,78.4687271118,295.531799316,-3.90411496162,0.0532514974475
26,1.4845348284e-09,4.40075200459e-05,1.09276504645e-06,-0.00585055630654,2198.90405273,0.015475615859,79.0423431396,297.017211914,-3.85294318199,0.0787152275443
27,1.4803975823e-09,4.916553371e-05,-9.34971467359e-07,-0.00642666127533,1966.72924805,0.0160242710263,75.8152313232,298.614685059,-3.72001886368,0.101625233889
28,1.08821485156e-09,5.17595763085e-05,-3.56275859303e-06,-0.00613940740004,1718.40380859,0.0163596924394,72.0410232544,300.099578857,-3.56451892853,0.14408737421
29,1.20966081596e-09,5.22510927112e-05,-7.49430955693e-06,-0.00429471349344,1456.96191406,0.0166321545839,69.3576507568,301.195526123,-3.32742857933,0.231456175447
