,PRECT,Q_IL
0,1.1960120553,20.5672
1,0.282308212518,36.9043
2,0.195492134174,49.8813
3,0.0937680316737,60.1893
4,0.0588354864465,68.3772
5,0.048318490382,74.8811
6,0.0267501598656,80.0474
7,0.0339177463732,84.1511
8,0.0215182116458,87.4107
9,0.021405304122,90.0
10,0.0202545564602,92.0567
11,0.0208760222854,93.6904
12,0.0154960872095,94.9881
13,0.00964747004733,96.0189
14,0.0118503221959,96.8377
15,0.00965740954005,97.4881
16,0.00658989916067,98.0047
17,0.00134946534112,98.4151
18,0.00510193929554,98.7411
